OG0008695	evmmodelAsparagusV1_071703	Bhi03M002108	Bevul3G2209001p	BjuVA07G23380	BnaA07T0197100ZS	Bol045473	BraA07g02331035	XP_0202194591	Carubv10017355m_PACid_20886269	TCCAPGAv16scaffold95937	rna-gnl_WGS_MLFT_CQW23_24872_mrna	rna-gnl_WGS_MCIT_BC332_27012_mrna	Ca_08135	Cla97C04G0714701	Cs10G001871	MELO3C02680221	Csa9930_4G0326401	Csa64_4G0440801	Carg13339-RA	CmaCh03G0020501	CmoCh07G0117601	Cp41LG10g108501	DCAR_013513	Lsat_1_v5_gn_9_302211	Lsi01G0172401	MsG078004032101T01	Medtr7g0883401	evmmodelchr11800	XP_0102517621	PvUI11101G1139001p	Rsa10024277	Schi10g0147501	mRNA_Solyc10g07704021	SMEL4_10g000290101	Sopen10g0287201	Spim10g0155901	SoltuDM10G0302601	Spov3_C008800001	Thlar0021s06481p	XP_0174192931	Vigun01g0997001p	GWHPBFHI004245	
OG0008722	evmmodelAsparagusV1_073678	Bhi01M002855	Bevul7G1596001p	BjuVA04G08350	BnaA04T0055700ZS	Bol009962	BraA04g00850035	XP_0202133881	Carubv10004476m_PACid_20893726	TCCAPGAv16scaffold79047	rna-gnl_WGS_MLFT_CQW23_11317_mrna	rna-gnl_WGS_MCIT_BC332_09881_mrna	Ca_11371	Cla97C07G1421001	CsUnG012881	MELO3C01777221	Csa9930_4G0026301	Csa64_4G0177801	Carg15439-RA	CmaCh06G0169401	CmoCh06G0168601	Cp41LG03g131201	DCAR_000109	Lsat_1_v5_gn_4_893811	Lsi07G0034701	MsG038001616701T01	Medtr3g0848301	evmmodelchr51018	XP_0102460571	PvUI11101G2746001p	Rsa10030378	Schi03g0316402	mRNA_Solyc03g12376031	SMEL4_03g000470101	Sopen03g0415301	Spim03g0312401	SoltuDM03G0375503	Spov3_chr404622	Thlar0315s00041p	XP_0174054251	Vigun01g2498001p	GWHPBFHI015902	
OG0008730	evmmodelAsparagusV1_073044	Bhi09M002768	Bevul1G0519001p	BjuVA03G26460	BnaA03T0237500ZS	Bol032876	BraA03g02567035	XP_0202382351	Carubv10022938m_PACid_20901059	TCCAPGAv16scaffold37167	rna-gnl_WGS_MLFT_CQW23_10889_mrna	rna-gnl_WGS_MCIT_BC332_12031_mrna	Ca_10859	Cla97C05G1011401	Cs02G003821	MELO3C01672421	Csa9930_4G0350201	Csa64_4G0415801	Carg08756-RA	CmaCh01G0186901	CmoCh01G0192701	Cp41LG02g072101	DCAR_019473	Lsat_1_v5_gn_4_1230611	Lsi04G0159701	MsG018000021901T01	Medtr1g0211201	evmmodelchr11256	XP_0102551231	PvUI11101G0187001p	Rsa10003746	Schi04g0224001	mRNA_Solyc04g07943041	SMEL4_04g020180101	Sopen04g0330401	Spim04g0221501	SoltuDM04G0343501	Spov3_chr602239	Thlar0350s00091p	XP_0174063051	Vigun08g0203001p	GWHPBFHI009118	
OG0008732	evmmodelAsparagusV1_Unassigned54	Bhi01M002501	Bevul4G0829001p	BjuVA07G43760	BnaA07T0376700ZS	Bol027470	BraA07g04269035	XP_0202069551	Carubv10020623m_PACid_20905262	TCCAPGAv16scaffold37548	rna-gnl_WGS_MLFT_CQW23_17766_mrna	rna-gnl_WGS_MCIT_BC332_19667_mrna	Ca_12938	Cla97C07G1367801	Cs02G002301	MELO3C01611121	Csa9930_4G0081501	Csa64_4G0102701	Carg11355-RA	CmaCh04G0066101	CmoCh04G0070901	Cp41LG01g006501	DCAR_013779	Lsat_1_v5_gn_9_1004411	Lsi07G0029201	MsG028000994001T01	Medtr2g0733801	evmmodelchr10990	XP_0102734631	PvUI11105G0762001p	Rsa10014987	Schi07g0167002	mRNA_Solyc07g06218041	SMEL4_07g021800101	Sopen07g0304601	Spim07g0188901	SoltuDM07G0233201	Spov3_chr105256	Thlar0008s02481p	XP_0174234011	Vigun05g1788001p	GWHPBFHI005524	
OG0008738	evmmodelAsparagusV1_043120	Bhi10M001512	Bevul9G2305001p	BjuVA01G03700	BnaA01T0034600ZS	Bol013697	BraA01g00349035	XP_0202141881	Carubv10007663m_PACid_20895040	TCCAPGAv16scaffold58814	rna-gnl_WGS_MLFT_CQW23_20709_mrna	rna-gnl_WGS_MCIT_BC332_22670_mrna	Ca_24161	Cla97C11G2102301	Cs10G026971	MELO3C02077321	Csa9930_2G0160601	Csa64_2G0140501	Carg16198-RA	CmaCh02G0033301	CmoCh02G0033001	Cp41LG05g131601	DCAR_022928	Lsat_1_v5_gn_4_742401	Lsi10G0045801	MsG048002139001T01	Medtr4g0729901	evmmodelchr2984	XP_0102551601	PvUI11111G0386001p	Rsa10026566	Schi01g0377001	mRNA_Solyc01g11102031	SMEL4_01g036000101	Sopen01g0530801	Spim01g0379401	SoltuDM01G0506101	Spov3_chr103038	Thlar0005s05451p	XP_0174332051	Vigun11g1865001p	GWHPBFHI007896	
OG0008760	evmmodelAsparagusV1_041509	Bhi05M000819	Bevul5G1583001p	BjuVB06G12610	BnaA06T0287100ZS	Bol019363	BraA06g02819035	XP_0202292771	Carubv10017165m_PACid_20887338	TCCAPGAv16scaffold6196	rna-gnl_WGS_MLFT_CQW23_08599_mrna	rna-gnl_WGS_MCIT_BC332_12886_mrna	Ca_04703	Cla97C09G1780801	Cs06G021971	MELO3C01857221	Csa9930_7G0072301	Csa64_7G0019201	Carg16302-RA	CmaCh11G0168201	CmoCh11G0144401	Cp41LG04g073801	DCAR_021646	Lsat_1_v5_gn_1_327011	Lsi03G0065201	MsG038001805801T01	Medtr3g1180701	evmmodelchr4833	XP_0102491141	PvUI11109G1206001p	Rsa10022284	Schi04g0039301	mRNA_Solyc04g00920031	SMEL4_11g006120101	Sopen04g0043301	Spim04g0033401	SoltuDM04G0056602	Spov3_chr601226	Thlar0004s04571p	XP_0174223211	Vigun09g2765001p	GWHPBFHI002448	
OG0008761	evmmodelAsparagusV1_04415	Bhi03M002102	Bevul3G0330001p	BjuVA09G10230	BnaA09T0102700ZS	Bol019311	BraA09g01014035	XP_0202286051	Carubv10028006m_PACid_20912535	TCCAPGAv16scaffold6474	rna-gnl_WGS_MLFT_CQW23_09455_mrna	rna-gnl_WGS_MCIT_BC332_10413_mrna	Ca_09881	Cla97C04G0715401	Cs03G030571	MELO3C02634321	Csa9930_4G0281801	Csa64_4G0307801	Carg01167-RA	CmaCh06G0017001	CmoCh06G0016001	Cp41LG08g127601	DCAR_024399	Lsat_1_v5_gn_2_735611	Lsi01G0173101	MsG088004551601T01	Medtr8g0731101	evmmodelchr103037	XP_0102662551	PvUI11110G0208001p	Rsa10016962	Schi03g0055001	mRNA_Solyc03g03205041	SMEL4_03g031520101	Sopen03g0059001	Spim03g0051001	SoltuDM03G0032302	Spov3_chr304936	Thlar0004s00221p	XP_0174413951	Vigun10g0472001p	GWHPBFHI017539	
OG0008773	evmmodelAsparagusV1_031944	Bhi09M001538	Bevul1G1217001p	BjuVB04G39840	BnaA09T0414300ZS	Bol022500	BraA09g03669035	XP_0291288371	Carubv10008125m_PACid_20893268	TCCAPGAv16scaffold100111	rna-gnl_WGS_MLFT_CQW23_14806_mrna	rna-gnl_WGS_MCIT_BC332_17088_mrna	Ca_02508	Cla97C09G1831201	Cs01G015671	MELO3C01321821	Csa9930_7G0225001	Csa64_7G0213301	Carg23360-RA	CmaCh01G0104801	CmoCh01G0108801	Cp41LG02g002201	DCAR_016522	Lsat_1_v5_gn_9_79201	Lsi02G0179001	MsG028001087001T01	Medtr2g0932801	evmmodelchr111278	XP_0102449711	PvUI11105G1394001p	Rsa10039738	Schi06g0204701	mRNA_Solyc06g07534041	SMEL4_06g026940101	Sopen06g0317601	Spim06g0222201	SoltuDM06G0307201	Spov3_chr501067	Thlar0060s00471p	XP_0174250901	Vigun05g2512001p	GWHPBFHI004845	
OG0008787	evmmodelAsparagusV1_031784	Bhi05M001586	Bevul3G0442001p	BjuVB02G12660	BnaA09T0603100ZS	Bol044807	BraA09g05770035	XP_0202060071	Carubv10014173m_PACid_20898429	TCCAPGAv16scaffold99612	rna-gnl_WGS_MLFT_CQW23_17358_mrna	rna-gnl_WGS_MCIT_BC332_19225_mrna	Ca_14099	Cla97C02G0276601	Cs04G004301	MELO3C01875621	Csa9930_7G0042001	Csa64_7G0038801	Carg19106-RA	CmaCh11G0186201	CmoCh11G0193901	Cp41LG15g079301	DCAR_012991	Lsat_1_v5_gn_4_702611	Lsi11G0152601	MsG028001069501T01	Medtr2g0901401	evmmodelchr4183	XP_0102783181	PvUI11105G0716001p	Rsa10028890	Schi07g0142801	mRNA_Solyc07g05454041	SMEL4_07g018290101	Sopen07g0284501	Spim07g0163401	SoltuDM07G0192901	Spov3_chr203004	Thlar0020s02991p	XP_0174229381	Vigun05g1924001p	GWHPBFHI016935	
OG0008790	evmmodelAsparagusV1_03227	Bhi03M000906	Bevul6G0694001p	BjuVA09G08840	BnaA06T0299600ZS	Bol015919	BraA06g02960035	XP_0202333151	Carubv10026670m_PACid_20912815	TCCAPGAv16scaffold15130	rna-gnl_WGS_MLFT_CQW23_12654_mrna	rna-gnl_WGS_MCIT_BC332_13863_mrna	Ca_09567	Cla97C01G0181901	Cs10G004491	MELO3C00775621	Csa9930_6G0459301	Csa64_6G0400701	Carg00697-RA	CmaCh03G0080601	CmoCh03G0084601	Cp41LG10g012701	DCAR_014225	Lsat_1_v5_gn_4_1412611	Lsi01G0076801	MsG048002332101T01	Medtr8g0902301	evmmodelchr12744	XP_0102680001	PvUI11102G2507001p	Rsa10022233	Schi05g0169101	mRNA_Solyc05g05159031	SMEL4_05g002190101	Sopen05g0300401	Spim05g0186502	SoltuDM05G0214501	Spov3_chr301099	Thlar0004s03091p	XP_0174110771	Vigun03g0762001p	GWHPBFHI021354	
